parent_category,category_id,category,question_id,question,answer,faq_url,que_ans
,55c9cf49b0000024002c1703,Order,55bf0ebbab00003400e3546d,Why is the 'Cash on Delivery' payment mode not available at my location?,Availability of the 'Cash on Delivery' payment mode depends on the courier services delivering to your location. Please enter your pincode on the product page to check if this payment mode is available at your location. Courier service providers also have limits on the amount you can pay through cash on delivery based on the destination and your order could have exceeded this limit.,https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=55bf0ebbab00003400e3546d&view=FAQ,Why is the 'Cash on Delivery' payment mode not available at my location? Availability of the 'Cash on Delivery' payment mode depends on the courier services delivering to your location. Please enter your pincode on the product page to check if this payment mode is available at your location. Courier service providers also have limits on the amount you can pay through cash on delivery based on the destination and your order could have exceeded this limit.
,55c9cf49b0000024002c1703,Order,55bf420fab00004500e3547c,Where can I find the seller's returns policy?,You can see the respective seller's Returns policy on the product page.,https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=55bf420fab00004500e3547c&view=FAQ,Where can I find the seller's returns policy? You can see the respective seller's Returns policy on the product page.
,55c9cf49b0000024002c1703,Order,55bf14c5bc000026005be756,What does the tag 'Imported' beside a product mean?,Sometimes items have to be sourced by sellers from their international partners. Such items have the tag 'Imported' on the product page and can take at least 10 or more days to be delivered.,https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=55bf14c5bc000026005be756&view=FAQ,What does the tag 'Imported' beside a product mean? Sometimes items have to be sourced by sellers from their international partners. Such items have the tag 'Imported' on the product page and can take at least 10 or more days to be delivered.
,55c9cf49b0000024002c1703,Order,569355861200003e001dfc6c,How can I place an order?,"To place an order, please follow these steps:
1. Select the product you'd like to buy and 'Check Availability at' your preferred pincode2. Add products to your cart or just hit 'Buy Now' 3. Choose or 'Add delivery address'. Use a preferred payment mode and confirm the order",https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=569355861200003e001dfc6c&view=FAQ,"How can I place an order? To place an order, please follow these steps:
1. Select the product you'd like to buy and 'Check Availability at' your preferred pincode2. Add products to your cart or just hit 'Buy Now' 3. Choose or 'Add delivery address'. Use a preferred payment mode and confirm the order"
,55c9cf49b0000024002c1703,Order,55f2a7885b00002500320358,I have a complaint about the courier executive who came to deliver my order.,You can contact our Customer Support team with the details and we will get in touch with the courier service provider to resolve your complaint.,https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=55f2a7885b00002500320358&view=FAQ,I have a complaint about the courier executive who came to deliver my order. You can contact our Customer Support team with the details and we will get in touch with the courier service provider to resolve your complaint.
,55c9cf49b0000024002c1703,Order,55f2a8665b00001e003203e5,What should I do if a service centre denied my request to repair the product?,Please contact our Customer Support with the service centre details so that we can look into this.,https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=55f2a8665b00001e003203e5&view=FAQ,What should I do if a service centre denied my request to repair the product? Please contact our Customer Support with the service centre details so that we can look into this.
,55c9cf49b0000024002c1703,Order,55bf25ed1f000010007dbea4,Can I get my order delivered faster?,Your order will get delivered on or before the delivery date promised at the time of placing the order.,https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=55bf25ed1f000010007dbea4&view=FAQ,Can I get my order delivered faster? Your order will get delivered on or before the delivery date promised at the time of placing the order.
,55c9cf49b0000024002c1703,Order,55bf285d1f000019007dbea7,How is a 'business day' different from a regular day?,"Business days are otherwise known as working days of the week. The expected date of delivery is calculated based on business days. Typically, these include Monday through Saturday. Public holidays and Sundays are usually not considered.",https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=55bf285d1f000019007dbea7&view=FAQ,"How is a 'business day' different from a regular day? Business days are otherwise known as working days of the week. The expected date of delivery is calculated based on business days. Typically, these include Monday through Saturday. Public holidays and Sundays are usually not considered."
,55c9cf49b0000024002c1703,Order,55bf0b5bd00000220011ff8a,What is the estimated delivery time?,"Sellers generally procure and ship the items within the time specified on the product page. Business days exclude public holidays and Sundays. Estimated delivery time depends on the following factors:
- The seller offering the product- Product's availability with the seller- The destination to which you want the order shipped to and location of the seller
You can check the expected delivery date of your order(s) on the 'My Orders' section of your Flipkart account on our website, app, or mobile site.",https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=55bf0b5bd00000220011ff8a&view=FAQ,"What is the estimated delivery time? Sellers generally procure and ship the items within the time specified on the product page. Business days exclude public holidays and Sundays. Estimated delivery time depends on the following factors:
- The seller offering the product- Product's availability with the seller- The destination to which you want the order shipped to and location of the seller
You can check the expected delivery date of your order(s) on the 'My Orders' section of your Flipkart account on our website, app, or mobile site."
,55c9cf49b0000024002c1703,Order,59f85092140000290063b07c,How can I trust that the groceries that will be delivered are quality checked and fresh?,"Groceries on Flipkart are available from top brands such as HUL, P&G, ITC etc. which are renowned for their quality products. Seller also checks the freshness of groceries when they receive the stock from vendors and before the dispatch of items in order to ensure that only the best produce and packaged groceries reach you. ",https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=59f85092140000290063b07c&view=FAQ,"How can I trust that the groceries that will be delivered are quality checked and fresh? Groceries on Flipkart are available from top brands such as HUL, P&G, ITC etc. which are renowned for their quality products. Seller also checks the freshness of groceries when they receive the stock from vendors and before the dispatch of items in order to ensure that only the best produce and packaged groceries reach you. "
,55c9cf49b0000024002c1703,Order,5b34dce2120000300088ac3d,"My package shows as delivered but I can't find it, what should I do?","If your tracking information shows that your package was delivered, but you can't find it: Check your phone for any notification about attempted delivery.See if any of your neighbours/friends/relatives/house owner/security guard has collected your product on your behalf.Wait until the end of the day— sometimes packages can show as delivered while still in transit. In the unlikely event of you still not being able to locate your item, please contact us and we will be happy to help.",https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=5b34dce2120000300088ac3d&view=FAQ,"My package shows as delivered but I can't find it, what should I do? If your tracking information shows that your package was delivered, but you can't find it: Check your phone for any notification about attempted delivery.See if any of your neighbours/friends/relatives/house owner/security guard has collected your product on your behalf.Wait until the end of the day— sometimes packages can show as delivered while still in transit. In the unlikely event of you still not being able to locate your item, please contact us and we will be happy to help."
,55c9cf49b0000024002c1703,Order,5b34de6c4c000014004388d8,Why was my package not delivered?,"Sometimes, a package cannot be delivered due to one of the following reasons: Incorrect Address: If the address is incorrect or outdated, the package is usually returned to the seller by the courier service provider or the unintended recipient. Please double-check your address carefully when placing a new order. To remove an outdated or incorrect address from your account, go to My Account > My Addresses. Click on the 3-dot button beside the address you want to modify and select 'Edit' and then Choose 'Save Changes'.
Other Address Problems: In rare cases, it is also possible that the address label was difficult to decipher during the shipping and handling process, or that the courier service left the package at a different address than what was printed on the label.
Failed Delivery Attempts: Most of the seller's partnered courier service providers make more than one attempt to deliver a package. If nobody is available to accept the delivery after multiple attempts, the package is returned to the seller.
Damaged During Transit: If a package is damaged on its way to you, the courier service provider will return it to the seller without attempting delivery.
Note: A package once returned to the seller cannot be delivered again by the courier service provider. Please place a new order on our website or app if you would still like to purchase the item.",https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=5b34de6c4c000014004388d8&view=FAQ,"Why was my package not delivered? Sometimes, a package cannot be delivered due to one of the following reasons: Incorrect Address: If the address is incorrect or outdated, the package is usually returned to the seller by the courier service provider or the unintended recipient. Please double-check your address carefully when placing a new order. To remove an outdated or incorrect address from your account, go to My Account > My Addresses. Click on the 3-dot button beside the address you want to modify and select 'Edit' and then Choose 'Save Changes'.
Other Address Problems: In rare cases, it is also possible that the address label was difficult to decipher during the shipping and handling process, or that the courier service left the package at a different address than what was printed on the label.
Failed Delivery Attempts: Most of the seller's partnered courier service providers make more than one attempt to deliver a package. If nobody is available to accept the delivery after multiple attempts, the package is returned to the seller.
Damaged During Transit: If a package is damaged on its way to you, the courier service provider will return it to the seller without attempting delivery.
Note: A package once returned to the seller cannot be delivered again by the courier service provider. Please place a new order on our website or app if you would still like to purchase the item."
,55c9cf49b0000024002c1703,Order,5b34e1fe6e00003d00124ecb,What do the different order statuses in 'My Orders' mean?,"The different order statuses are as mentioned below:

Approved: Order you have placed for an item is confirmed by the seller
Ready to Ship: Your item is packed and ready for pick up by a courier service provider 
Dispatched: Your item has been picked up from the seller by the courier service provider and is on its way to a logistic facility
Shipped: Your item is on its way to you
Out for delivery: A Wish master is out to deliver your order
Delivered: Your item has been delivered
Return requested: You have created a return request for the item which is pending confirmation from the seller
Returned: You have returned the item for refund/replacement/exchange
",https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=5b34e1fe6e00003d00124ecb&view=FAQ,"What do the different order statuses in 'My Orders' mean? The different order statuses are as mentioned below:

Approved: Order you have placed for an item is confirmed by the seller
Ready to Ship: Your item is packed and ready for pick up by a courier service provider 
Dispatched: Your item has been picked up from the seller by the courier service provider and is on its way to a logistic facility
Shipped: Your item is on its way to you
Out for delivery: A Wish master is out to deliver your order
Delivered: Your item has been delivered
Return requested: You have created a return request for the item which is pending confirmation from the seller
Returned: You have returned the item for refund/replacement/exchange
"
,55c9cf49b0000024002c1703,Order,5f606acfa89c8627ddd09653,What is GSTIN Invoicing feature?,"Through GSTIN Invoicing feature customers can enter their business entity details and GSTIN associated with the business entity in order to receive a tax invoice containing these details to claim input tax credit. Please note, this is available on select products for business purchases sold by participating sellers.",https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=5f606acfa89c8627ddd09653&view=FAQ,"What is GSTIN Invoicing feature? Through GSTIN Invoicing feature customers can enter their business entity details and GSTIN associated with the business entity in order to receive a tax invoice containing these details to claim input tax credit. Please note, this is available on select products for business purchases sold by participating sellers."
,55c9cf49b0000024002c1703,Order,5f606b1efd60311af5255f1d,Who are all eligible for this GSTIN feature?,"

Customers that have GSTIN registered for their business entity can avail this feature. Please note that this is currently available on select products for business purchases sold by participating sellers. Customers can enter GSTIN and business entity name while placing the order to receive a tax invoice containing these details to claim input tax credit.

",https://www.flipkart.com/helpcentre?catalog=55c9cf49b0000024002c1703&faq=5f606b1efd60311af5255f1d&view=FAQ,"Who are all eligible for this GSTIN feature? 

Customers that have GSTIN registered for their business entity can avail this feature. Please note that this is currently available on select products for business purchases sold by participating sellers. Customers can enter GSTIN and business entity name while placing the order to receive a tax invoice containing these details to claim input tax credit.

"
,55c9c6edb000002e002c1701,Cancellations and Returns,564974431900003000fe6504,"If I request for a replacement, when will I get it?","Visit My Orders to check the status of your replacement.
In most locations, the replacement item is delivered to you at the time of pick-up. In all other areas, the replacement is initiated after the originally delivered item is picked up. Please check the SMS & email we send you for your replacement request for more details.",https://www.flipkart.com/helpcentre?catalog=55c9c6edb000002e002c1701&faq=564974431900003000fe6504&view=FAQ,"If I request for a replacement, when will I get it? Visit My Orders to check the status of your replacement.
In most locations, the replacement item is delivered to you at the time of pick-up. In all other areas, the replacement is initiated after the originally delivered item is picked up. Please check the SMS & email we send you for your replacement request for more details."
,55c9c6edb000002e002c1701,Cancellations and Returns,57c004ff6b00002700db6b55,Which products are not eligible for returns?,"The following table contains a list of products that are not eligible for returns as per the seller’s Returns Policy:
 




Category


Products that can’t be returned




Auto Accessories


Additives, Air Fresheners, Brighteners, Cleaners, Bike/Car Stickers, Degreasers, Dent/Scratch Removers, Filler Putty, Headlight Vinyl Films, Liquid Solutions, Lubricants, Polish, Power Steering Fluids, Sealants, Oils and Wax




Automobiles


Cars, Mopeds, Motorcycles and Scooters




Bath and Spa


Bath Bubble/Salt/Sponge/Wash, Body Wash, Loofahs, Scrubs, Shampoos and Soaps




Baby Care


Bottle Nipples, Breast Nipple Care, Breast Pumps, Diapers, Ear Syringes, Nappy, Wet Reminder, Wipes and Wipe Warmers




Cleaning Products


Cleaning Gels, Detergents, Detergent Pods, Fabric Wash Products, Surface Cleaners, Stain Removers and Washing Bars/Powder




Computer Accessories


Blank/Educational Media, CDs/DVDs, Ink Toners, Music, Movies and Software




Food and Nutrition


Canned Food, Condiments, Drinks, Fruits, Health Supplements, Meat, Seafood, Syrups, Vegetables and other Edible Products




Fashion


Baby Dolls, Clothing Freebies, Lingerie Wash-bags, Shapewear, Socks, Stockings and Swimsuits




Footwear Accessories


Oils, Glue, Grease, Socks, Shoe Deodorants/Polish Creams/Sprays and Wax




Gardening Products


Plant Saplings, Plant Seeds and Soil Manure




Health Care


Antiseptic, Band Aid, Body Pain Relief, Eye Drops, First Aid Tape, Glucometer Lancet/Strip, Healthcare Devices and Kits, Medical Dressing/Gloves and pH Test Strip




Home Products


Adhesives, Barbeque wood, Bird/Insect Repellent, Contact Cement, Crack Fillers, Inks, Guitar/Yoyo Friction Stickers, Marker Refills, Mosquito Coil/Vaporiser/Vaporiser Refills, Naphthalene Balls, Scuba/Smoking-Pipe Mouthpieces and Sprays




Hygiene


Cannula, Contact Lens, e-Hookah, Fake Moustache, Female Urination Devices, Menstrual Cups, Needles, Panty Liners, Shaving Products, Smoking Patch, Straws, Sweat Pads, Tampons, Teeth Whitening Products/Wipes, Tissues, Toilet Tissue Aid, Toilet Rolls and Women Intimate Care




Innerwear


Bra Accessories, Briefs, Boxers, Lingerie Sets, Panty, Garter, Trunks and Vests




Jewellery


Coins




Music Instrument Accessories


Mouthpiece Cap/Pad/Set, Oils and Polish




Party Supplies


Balloons, Candles, Cut-outs, Decoration articles and Whistles




Festive Supplies


Hookah Charcoal/Flavor/Mouth-tip, Incense Sticks and Holi/Rangoli Color




Personal Care


Conditioners, Creams, Deodorants, Electric Ear Cleaners, Eyebrow/Eyelash/Hair Styling Products, Eye Mask, Face Wash, Face Care/Fairness Products, Fragrance, Fresheners, Gels, Hair Care, Kajal, Lens Solution, Lip Plumper/Stain, Blackhead/Makeup/Nail Paint Removers, Mascara, Mehendi, Nail Sanding Pad, Oils, Oral Hygiene Products, Perfumes, Hand/Toothbrush Sanitizers, Serums, Talc, Sunscreen, Tanning Liquid, Tattoo, Toners and Wigs




Pet Supplies


Aquarium Consumables, Hair Styling, Health Care/Medicinal Products, Horse Girth/Grooming Kit/Braid Tail Bag/Hay/Liniment/Poultice, Inhaler Masks, Litter Box Enclosures, Litter Scoops, Pet Chew, Pet Food/Treat, Pet Pad, Pet Hygiene/Personal Care Products, Poultice, Tail Wraps, Waste Bags and Water Troughs




Sexual Wellness


Condoms, Fertility Kit/Supplement, Lubricants, Pregnancy Kits, Sexual Massagers, Sexual/Pleasure Enhancement Products and Vaginal Dilators




 
Kindly always check a product's Returns Policy on the product page. Click here to view the Returns Policy.
 ",https://www.flipkart.com/helpcentre?catalog=55c9c6edb000002e002c1701&faq=57c004ff6b00002700db6b55&view=FAQ,"Which products are not eligible for returns? The following table contains a list of products that are not eligible for returns as per the seller’s Returns Policy:
 




Category


Products that can’t be returned




Auto Accessories


Additives, Air Fresheners, Brighteners, Cleaners, Bike/Car Stickers, Degreasers, Dent/Scratch Removers, Filler Putty, Headlight Vinyl Films, Liquid Solutions, Lubricants, Polish, Power Steering Fluids, Sealants, Oils and Wax




Automobiles


Cars, Mopeds, Motorcycles and Scooters




Bath and Spa


Bath Bubble/Salt/Sponge/Wash, Body Wash, Loofahs, Scrubs, Shampoos and Soaps




Baby Care


Bottle Nipples, Breast Nipple Care, Breast Pumps, Diapers, Ear Syringes, Nappy, Wet Reminder, Wipes and Wipe Warmers




Cleaning Products


Cleaning Gels, Detergents, Detergent Pods, Fabric Wash Products, Surface Cleaners, Stain Removers and Washing Bars/Powder




Computer Accessories


Blank/Educational Media, CDs/DVDs, Ink Toners, Music, Movies and Software




Food and Nutrition


Canned Food, Condiments, Drinks, Fruits, Health Supplements, Meat, Seafood, Syrups, Vegetables and other Edible Products




Fashion


Baby Dolls, Clothing Freebies, Lingerie Wash-bags, Shapewear, Socks, Stockings and Swimsuits




Footwear Accessories


Oils, Glue, Grease, Socks, Shoe Deodorants/Polish Creams/Sprays and Wax




Gardening Products


Plant Saplings, Plant Seeds and Soil Manure




Health Care


Antiseptic, Band Aid, Body Pain Relief, Eye Drops, First Aid Tape, Glucometer Lancet/Strip, Healthcare Devices and Kits, Medical Dressing/Gloves and pH Test Strip




Home Products


Adhesives, Barbeque wood, Bird/Insect Repellent, Contact Cement, Crack Fillers, Inks, Guitar/Yoyo Friction Stickers, Marker Refills, Mosquito Coil/Vaporiser/Vaporiser Refills, Naphthalene Balls, Scuba/Smoking-Pipe Mouthpieces and Sprays




Hygiene


Cannula, Contact Lens, e-Hookah, Fake Moustache, Female Urination Devices, Menstrual Cups, Needles, Panty Liners, Shaving Products, Smoking Patch, Straws, Sweat Pads, Tampons, Teeth Whitening Products/Wipes, Tissues, Toilet Tissue Aid, Toilet Rolls and Women Intimate Care




Innerwear


Bra Accessories, Briefs, Boxers, Lingerie Sets, Panty, Garter, Trunks and Vests




Jewellery


Coins




Music Instrument Accessories


Mouthpiece Cap/Pad/Set, Oils and Polish




Party Supplies


Balloons, Candles, Cut-outs, Decoration articles and Whistles




Festive Supplies


Hookah Charcoal/Flavor/Mouth-tip, Incense Sticks and Holi/Rangoli Color




Personal Care


Conditioners, Creams, Deodorants, Electric Ear Cleaners, Eyebrow/Eyelash/Hair Styling Products, Eye Mask, Face Wash, Face Care/Fairness Products, Fragrance, Fresheners, Gels, Hair Care, Kajal, Lens Solution, Lip Plumper/Stain, Blackhead/Makeup/Nail Paint Removers, Mascara, Mehendi, Nail Sanding Pad, Oils, Oral Hygiene Products, Perfumes, Hand/Toothbrush Sanitizers, Serums, Talc, Sunscreen, Tanning Liquid, Tattoo, Toners and Wigs




Pet Supplies


Aquarium Consumables, Hair Styling, Health Care/Medicinal Products, Horse Girth/Grooming Kit/Braid Tail Bag/Hay/Liniment/Poultice, Inhaler Masks, Litter Box Enclosures, Litter Scoops, Pet Chew, Pet Food/Treat, Pet Pad, Pet Hygiene/Personal Care Products, Poultice, Tail Wraps, Waste Bags and Water Troughs




Sexual Wellness


Condoms, Fertility Kit/Supplement, Lubricants, Pregnancy Kits, Sexual Massagers, Sexual/Pleasure Enhancement Products and Vaginal Dilators




 
Kindly always check a product's Returns Policy on the product page. Click here to view the Returns Policy.
 "
,55c9c6edb000002e002c1701,Cancellations and Returns,56496ed62600003100c2cb21,Can items be returned after the time period mentioned in the seller's Returns Policy?,"No, sellers will not be able to accept returns after the time period mentioned in the seller's Returns Policy.",https://www.flipkart.com/helpcentre?catalog=55c9c6edb000002e002c1701&faq=56496ed62600003100c2cb21&view=FAQ,"Can items be returned after the time period mentioned in the seller's Returns Policy? No, sellers will not be able to accept returns after the time period mentioned in the seller's Returns Policy."
,55c9c6edb000002e002c1701,Cancellations and Returns,55bf4931d000004a0011ffa7,Do I have to return the freebie when I return a product?,"Yes, the freebie has to be returned along with the product.",https://www.flipkart.com/helpcentre?catalog=55c9c6edb000002e002c1701&faq=55bf4931d000004a0011ffa7&view=FAQ,"Do I have to return the freebie when I return a product? Yes, the freebie has to be returned along with the product."
,55c9c6edb000002e002c1701,Cancellations and Returns,5757fa401200003900ea6a35,How do returns work?,"You can raise a request to return your items with these simple steps:
 
1. Log into your Flipkart account
2. Go to My Orders
3. Click on 'Return' against the item you wish to return or exchange
4. Fill in the details and raise a return request
 
Once you raise a request, you'll get an email and SMS confirming that your request is being processed. Based on the item, your request may be automatically approved or you may be contacted for more details. If the request is approved, the item will be picked up after which you will get a replacement or refund. You can also track the status of your return request instantly from the 'My Orders' section of your Flipkart account.",https://www.flipkart.com/helpcentre?catalog=55c9c6edb000002e002c1701&faq=5757fa401200003900ea6a35&view=FAQ,"How do returns work? You can raise a request to return your items with these simple steps:
 
1. Log into your Flipkart account
2. Go to My Orders
3. Click on 'Return' against the item you wish to return or exchange
4. Fill in the details and raise a return request
 
Once you raise a request, you'll get an email and SMS confirming that your request is being processed. Based on the item, your request may be automatically approved or you may be contacted for more details. If the request is approved, the item will be picked up after which you will get a replacement or refund. You can also track the status of your return request instantly from the 'My Orders' section of your Flipkart account."
